ar_url,en_url,type,source_path,target_path,status
/types-of-expenses-ar/,/en/types-of-expenses-ar/,folder,types-of-expenses-ar/index.html,en/types-of-expenses-ar/index.html,PENDING_TRANSLATION
/typical-monthly-expenses-model/,/en/typical-monthly-expenses-model/,folder,typical-monthly-expenses-model/index.html,en/typical-monthly-expenses-model/index.html,PENDING_TRANSLATION
/ultimate-guide-personal-finance-arabic/,/en/ultimate-guide-personal-finance-arabic/,folder,ultimate-guide-personal-finance-arabic/index.html,en/ultimate-guide-personal-finance-arabic/index.html,PENDING_TRANSLATION
/updates/,/en/updates/,folder,updates/index.html,en/updates/index.html,PENDING_TRANSLATION
/weekly-budget-control-system/,/en/weekly-budget-control-system/,folder,weekly-budget-control-system/index.html,en/weekly-budget-control-system/index.html,READY
/weekly-budget-review-prevents-financial-collapse/,/en/weekly-budget-review-prevents-financial-collapse/,folder,weekly-budget-review-prevents-financial-collapse/index.html,en/weekly-budget-review-prevents-financial-collapse/index.html,READY
/weekly-budget-review-system/,/en/weekly-budget-review-system/,folder,weekly-budget-review-system/index.html,en/weekly-budget-review-system/index.html,READY
/weekly-budget-review/,/en/weekly-budget-review/,folder,weekly-budget-review/index.html,en/weekly-budget-review/index.html,READY
/weekly-budget-template/,/en/weekly-budget-template/,folder,weekly-budget-template/index.html,en/weekly-budget-template/index.html,READY
/weekly-financial-review-habit/,/en/weekly-financial-review-habit/,folder,weekly-financial-review-habit/index.html,en/weekly-financial-review-habit/index.html,PENDING_TRANSLATION
/weekly-monthly-budget-review-guide/,/en/weekly-monthly-budget-review-guide/,folder,weekly-monthly-budget-review-guide/index.html,en/weekly-monthly-budget-review-guide/index.html,PENDING_TRANSLATION
/where-does-my-salary-go-practical-analysis/,/en/where-does-my-salary-go-practical-analysis/,folder,where-does-my-salary-go-practical-analysis/index.html,en/where-does-my-salary-go-practical-analysis/index.html,PENDING_TRANSLATION
/where-does-my-salary-go/,/en/where-does-my-salary-go/,folder,where-does-my-salary-go/index.html,en/where-does-my-salary-go/index.html,PENDING_TRANSLATION
/why-budget-fails-even-with-discipline/,/en/why-budget-fails-even-with-discipline/,folder,why-budget-fails-even-with-discipline/index.html,en/why-budget-fails-even-with-discipline/index.html,READY
/why-monthly-budget-fails/,/en/why-monthly-budget-fails/,folder,why-monthly-budget-fails/index.html,en/why-monthly-budget-fails/index.html,READY
/why-monthly-budgets-fail/,/en/why-monthly-budgets-fail/,folder,why-monthly-budgets-fail/index.html,en/why-monthly-budgets-fail/index.html,READY
/why-salary-ends-before-month-end/,/en/why-salary-ends-before-month-end/,folder,why-salary-ends-before-month-end/index.html,en/why-salary-ends-before-month-end/index.html,PENDING_TRANSLATION
/أخطاء-تنظيم-المصاريف/,/en/expense-management-mistakes/,folder,أخطاء-تنظيم-المصاريف/index.html,en/expense-management-mistakes/index.html,PENDING_TRANSLATION
/أرشيف-المقالات/,/en/articles-archive/,folder,أرشيف-المقالات/index.html,en/articles-archive/index.html,PENDING_TRANSLATION
/أسئلة-الناس-عن-المصاريف/,/en/common-expense-questions/,folder,أسئلة-الناس-عن-المصاريف/index.html,en/common-expense-questions/index.html,PENDING_TRANSLATION
/أسئلة-قبل-تحميل-محترف-المصاريف/,/en/pre-download-expense-manager-questions/,folder,أسئلة-قبل-تحميل-محترف-المصاريف/index.html,en/pre-download-expense-manager-questions/index.html,PENDING_TRANSLATION
/أفضل-طريقة-لتتبع-المصاريف-يوميًا/,/en/best-way-to-track-daily-expenses/,folder,أفضل-طريقة-لتتبع-المصاريف-يوميًا/index.html,en/best-way-to-track-daily-expenses/index.html,PENDING_TRANSLATION
/أفضل-طريقة-لتنظيم-المصاريف/,/en/best-way-to-organize-expenses/,folder,أفضل-طريقة-لتنظيم-المصاريف/index.html,en/best-way-to-organize-expenses/index.html,PENDING_TRANSLATION
/إدارة-المصاريف/,/en/expense-management/,folder,إدارة-المصاريف/index.html,en/expense-management/index.html,PENDING_TRANSLATION
/ابدأ-تنظيم-مصاريفك-الآن/,/en/start-organizing-expenses-now/,folder,ابدأ-تنظيم-مصاريفك-الآن/index.html,en/start-organizing-expenses-now/index.html,PENDING_TRANSLATION
/ابدأ-من-الصفر/,/en/start-from-zero/,folder,ابدأ-من-الصفر/index.html,en/start-from-zero/index.html,PENDING_TRANSLATION
/اختبر-وضعك-المالي/,/en/financial-health-check/,folder,اختبر-وضعك-المالي/index.html,en/financial-health-check/index.html,PENDING_TRANSLATION
/الادخار/,/en/saving-money/,folder,الادخار/index.html,en/saving-money/index.html,PENDING_TRANSLATION
/الديون/,/en/debt-basics/,folder,الديون/index.html,en/debt-basics/index.html,PENDING_TRANSLATION
/المصاريف-في-مصر/,/en/expenses-overview-في-مصر/,folder,المصاريف-في-مصر/index.html,en/expenses-overview-في-مصر/index.html,PENDING_TRANSLATION
/المصاريف/,/en/expenses-overview/,folder,المصاريف/index.html,en/expenses-overview/index.html,PENDING_TRANSLATION
/الميزانية-الشهرية-خطوة-بخطوة/,/en/budgeting-basics-الشهرية-خطوة-بخطوة/,folder,الميزانية-الشهرية-خطوة-بخطوة/index.html,en/budgeting-basics-الشهرية-خطوة-بخطوة/index.html,PENDING_TRANSLATION
/الميزانية-في-المغرب/,/en/budgeting-basics-في-المغرب/,folder,الميزانية-في-المغرب/index.html,en/budgeting-basics-في-المغرب/index.html,PENDING_TRANSLATION
/الميزانية/,/en/budgeting-basics/,folder,الميزانية/index.html,en/budgeting-basics/index.html,PENDING_TRANSLATION
/النظام-المالي/,/en/financial-system/,folder,النظام-المالي/index.html,en/financial-system/index.html,PENDING_TRANSLATION
/بدائل-إكسل-لإدارة-المصاريف/,/en/excel-alternatives-expense-management/,folder,بدائل-إكسل-لإدارة-المصاريف/index.html,en/excel-alternatives-expense-management/index.html,PENDING_TRANSLATION
/تتبع-المصاريف-اليومية/,/en/expense-tracking-اليومية/,folder,تتبع-المصاريف-اليومية/index.html,en/expense-tracking-اليومية/index.html,PENDING_TRANSLATION
/تتبع-المصاريف/,/en/expense-tracking/,folder,تتبع-المصاريف/index.html,en/expense-tracking/index.html,PENDING_TRANSLATION
/تجارب-استخدام-محترف-المصاريف/,/en/expense-manager-user-stories/,folder,تجارب-استخدام-محترف-المصاريف/index.html,en/expense-manager-user-stories/index.html,PENDING_TRANSLATION
/تحميل-تطبيق-تنظيم-المصاريف/,/en/download-expense-organizer-app/,folder,تحميل-تطبيق-تنظيم-المصاريف/index.html,en/download-expense-organizer-app/index.html,PENDING_TRANSLATION
/تطبيق-مصاريف-ام-دفتر/,/en/expense-app-vs-notebook/,folder,تطبيق-مصاريف-ام-دفتر/index.html,en/expense-app-vs-notebook/index.html,PENDING_TRANSLATION
